,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,18.03,18.03,18.03,18.03,18.03,18.03,18.03,18.03
Public,81.97,81.97,81.97,81.97,81.97,81.97,81.97,81.98
No. of Shareholders,1536.0,1541.0,1264.0,1262.0,1262.0,1315.0,1454.0,1659.0
