,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,28.73,30.12,34.62,36.8,36.8,36.8,36.8,47.25,49.51
DIIs,25.24,25.24,25.24,25.24,25.21,25.14,24.84,8.7,7.71
Government,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
Public,46.03,44.64,40.14,37.96,37.99,37.92,38.35,44.07,42.77
No. of Shareholders,2088.0,2051.0,2037.0,2038.0,2032.0,2068.0,2422.0,3529.0,3847.0
