,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,37,34,21,-10
Cash from Investing Activity,-28,-29,-114,-101
Cash from Financing Activity,-7,7,96,126
Net Cash Flow,1,12,3,15
