,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,122.0,121.0,194.0,252.0
Expenses,81.0,92.0,132.0,179.0
Operating Profit,41.0,29.0,62.0,72.0
OPM %,34.0,24.0,32.0,29.0
Other Income,1.0,4.0,3.0,10.0
Interest,6.0,5.0,14.0,52.0
Depreciation,7.0,9.0,13.0,17.0
Profit before tax,30.0,19.0,39.0,13.0
Tax %,29.0,29.0,28.0,36.0
Net Profit,21.0,14.0,28.0,9.0
EPS in Rs,139.44,89.28,185.04,51.52
