,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,2,2,2,2
Reserves,85,91,118,202
Preference Capital,4,4,0,0
Borrowings,58,83,197,300
Other Liabilities,53,81,87,85
Total Liabilities,198,257,404,589
Fixed Assets,101,114,137,210
CWIP,0,0,24,38
Investments,7,6,6,6
Other Assets,90,136,237,335
Total Assets,198,257,404,589
