,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,74.93,210.57,81.91,78.47
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,74.93,210.57,81.91,78.47
Working Capital Days,26.98,28.84,50.92,61.60
ROCE %,,13.17,13.11,2.95
