,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,59.99,59.99,59.99,59.99,59.99
Public,40.01,40.01,40.01,40.01,40.01
No. of Shareholders,206.0,158.0,251.0,241.0,242.0
