,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.01,0.33,0.73,0.43,0.53,1.75,2.23,1.99,2.89,4.45,1.11,1.24,1.57
Expenses,0.53,0.35,0.28,0.5,0.22,1.12,1.83,1.68,2.4,4.1,0.92,0.67,1.31
Operating Profit,-0.52,-0.02,0.45,-0.07,0.31,0.63,0.4,0.31,0.49,0.35,0.19,0.57,0.26
OPM %,-5200.0,-6.06,61.64,-16.28,58.49,36.0,17.94,15.58,16.96,7.87,17.12,45.97,16.56
Other Income,1.58,0.01,0.06,0.3,0.0,0.01,0.0,0.01,0.01,0.0,0.0,-0.25,0.01
Interest,0.16,-0.12,0.27,0.11,0.12,0.1,0.05,0.06,0.06,0.06,0.11,0.07,0.08
Depreciation,0.09,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.13,0.12,0.15,0.12,0.14
Profit before tax,0.81,0.02,0.14,0.02,0.09,0.46,0.24,0.16,0.31,0.17,-0.07,0.13,0.05
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,41.67,0.0,38.71,23.53,42.86,0.0,0.0
Net Profit,0.8,0.02,0.14,0.02,0.09,0.46,0.14,0.16,0.19,0.13,-0.05,0.14,0.05
EPS in Rs,2.67,0.07,0.47,0.07,0.3,1.53,0.47,0.53,0.63,0.43,-0.17,0.47,0.17
