,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6.82,2.94,10.08,12.87,22.69,20.37,26.13,32.89,28.63,73.56,105.27,80.87,77.84
Expenses,7.07,2.49,8.95,11.21,21.29,18.75,24.81,31.05,27.21,71.99,94.33,71.18,68.96
Operating Profit,-0.25,0.45,1.13,1.66,1.4,1.62,1.32,1.84,1.42,1.57,10.94,9.69,8.88
OPM %,-3.67,15.31,11.21,12.9,6.17,7.95,5.05,5.59,4.96,2.13,10.39,11.98,11.41
Other Income,-1.31,-0.03,0.06,0.04,0.21,0.23,0.69,0.87,1.23,2.01,1.18,2.12,3.73
Interest,0.14,0.09,0.12,0.04,0.32,0.33,0.26,0.61,0.68,0.19,0.45,0.34,0.39
Depreciation,0.13,0.30,0.34,0.5,0.31,0.61,0.7,0.59,1.18,0.77,1.37,2.43,2.24
Profit before tax,-1.83,0.03,0.73,1.16,0.98,0.91,1.05,1.51,0.79,2.62,10.3,9.04,9.98
Tax %,-9.29,0.00,0.0,0.0,2.04,-34.07,-21.9,-20.53,-7.59,29.77,19.71,32.3,
Net Profit,-2.0,0.04,0.73,1.16,0.96,1.22,1.28,1.82,0.85,1.83,8.27,6.11,6.23
EPS in Rs,-1.78,,1.16,1.85,1.53,1.94,2.04,2.71,1.27,2.73,12.32,9.1,9.27
