,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.15,0.07,0.18,0.12,0.09,0.08,0.10,0.16,0.09,0.09,0.11,0.26,0.06
Operating Profit,-0.15,-0.07,-0.18,-0.12,-0.09,-0.08,-0.10,-0.16,-0.09,-0.09,-0.11,-0.26,-0.06
OPM %,,,,,,,,,,,,,
Other Income,0.09,0.00,0.01,0.00,0.04,0.00,0.01,0.00,-0.18,0.00,0.00,0.00,0.00
Interest,0.03,0.03,0.02,0.02,0.04,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00
Depreciation,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.05,0.05,0.05,0.04
Profit before tax,-0.18,-0.19,-0.28,-0.23,-0.18,-0.19,-0.20,-0.26,-0.34,-0.14,-0.16,-0.31,-0.10
Tax %,72.22,36.84,25.00,26.09,27.78,36.84,-190.00,11.54,-8.82,0.00,0.00,0.00,0.00
Net Profit,-0.04,-0.12,-0.21,-0.17,-0.13,-0.12,-0.58,-0.22,-0.37,-0.14,-0.16,-0.31,-0.10
EPS in Rs,-0.03,-0.09,-0.15,-0.12,-0.09,-0.09,-0.41,-0.16,-0.26,-0.10,-0.11,-0.22,-0.07
