,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,60,60,61,61,61,61,62,62,62,61,61,61,62
Reserves,850,1034,1263,1296,1511,1625,1712,2010,2334,2406,2672,3021,3266
Borrowings,52,10,9,9,10,25,22,14,35,83,490,562,1209
Other Liabilities,365,435,468,611,702,695,828,748,968,935,1655,1980,1548
Total Liabilities,1326,1539,1801,1977,2285,2407,2624,2834,3400,3484,4878,5625,6085
Fixed Assets,423,438,453,558,903,848,879,819,1079,1021,2067,2312,2351
CWIP,0,28,129,120,17,0,1,1,0,0,17,5,6
Investments,55,82,55,55,75,316,365,365,14,12,0,0,0
Other Assets,848,991,1164,1243,1291,1244,1379,1649,2307,2451,2794,3309,3728
Total Assets,1326,1539,1801,1977,2285,2407,2624,2834,3400,3484,4878,5625,6085
