,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,-4,17,67,39,25
Cash from Investing Activity,-61,-2,-1,-40,-24,30
Cash from Financing Activity,80,-1,-17,-16,-33,-55
Net Cash Flow,19,-7,-1,11,-18,0
