,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12,0,12,12,12,12,12
Reserves,65,53,19,-25,-6,-18,-17
Borrowings,80,80,108,90,68,150,135
Other Liabilities,52,71,61,83,100,82,89
Total Liabilities,208,205,200,160,174,226,218
Fixed Assets,111,76,72,17,9,88,81
CWIP,0,0,0,0,0,2,0
Investments,0,0,0,0,30,15,0
Other Assets,97,129,129,142,134,121,136
Total Assets,208,205,200,160,174,226,218
