,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,70.0,74.42,68.09,67.64,82.76,86.69,87.04,79.23,86.37,92.3,91.37,90.17,98.39
Expenses,53.46,57.23,57.65,61.23,64.31,66.29,79.33,81.39,84.14,82.96,85.71,79.77,90.26
Operating Profit,16.54,17.19,10.44,6.41,18.45,20.4,7.71,-2.16,2.23,9.34,5.66,10.4,8.13
OPM %,23.63,23.1,15.33,9.48,22.29,23.53,8.86,-2.73,2.58,10.12,6.19,11.53,8.26
Other Income,1.17,0.36,3.07,1.99,1.37,2.68,2.82,1.66,1.08,0.88,1.87,0.77,0.6
Interest,3.04,2.92,3.19,3.24,3.1,2.65,2.85,2.94,3.85,4.3,4.56,4.09,4.07
Depreciation,13.15,13.06,12.85,3.96,4.13,4.18,4.11,3.95,4.32,4.51,4.51,4.48,4.5
Profit before tax,1.52,1.57,-2.53,1.2,12.59,16.25,3.57,-7.39,-4.86,1.41,-1.54,2.6,0.16
Tax %,86.84,90.45,-611.07,111.67,34.07,31.45,50.42,12.86,6.38,81.56,-37.66,60.77,575.0
Net Profit,0.2,0.15,-17.99,-0.14,8.3,11.14,1.77,-6.44,-4.55,0.26,-2.12,1.02,-0.76
EPS in Rs,0.03,0.03,-3.09,-0.02,1.43,1.91,0.3,-1.11,-0.78,0.04,-0.36,0.18,-0.13
