,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.02,2.02,2.02,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,11.74,11.74
Reserves,-0.11,-0.08,-0.04,-0.02,0.01,0.02,0.02,0.03,0.04,0.07,0.11,1.34,1.59
Borrowings,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.11,6.87,13.55,9.34,0.0
Other Liabilities,0.04,0.06,0.08,0.08,0.1,0.03,0.03,0.03,0.08,0.14,0.18,0.66,43.36
Total Liabilities,1.95,2.0,2.06,4.18,4.33,4.17,4.17,4.18,8.35,11.2,17.96,23.08,56.69
Fixed Assets,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.4,1.96,1.96,1.96,1.96,1.96,2.06,2.05,2.05,4.22,4.22
Other Assets,1.95,2.0,1.66,2.21,2.36,2.2,2.21,2.22,6.29,9.15,15.91,18.86,52.47
Total Assets,1.95,2.0,2.06,4.18,4.33,4.17,4.17,4.18,8.35,11.2,17.96,23.08,56.69
