,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,6.28,6.92,7.7,8.67
Reserves,-8.29,-8.5,-8.8,-9.12,-9.48,-9.98,-10.19,-10.47,-10.65,-10.4,-10.69,-10.58,-10.9
Borrowings,2.17,3.37,3.47,3.94,3.65,3.36,5.13,4.98,6.47,5.71,3.14,2.39,2.55
Other Liabilities,2.22,1.42,1.48,1.51,2.88,3.8,1.61,2.14,10.1,8.27,3.06,2.54,1.67
Total Liabilities,1.4,1.59,1.45,1.63,2.35,2.48,1.85,1.95,11.22,9.86,2.43,2.05,1.99
Fixed Assets,0.76,0.71,0.65,0.5700000000000001,0.54,0.5700000000000001,0.55,0.51,0.48,0.45,0.42,0.39,0.38
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,0.56,0.8,0.72,0.98,1.73,1.83,1.22,1.44,10.74,9.41,2.01,1.66,1.61
Total Assets,1.4,1.59,1.45,1.63,2.35,2.48,1.85,1.95,11.22,9.86,2.43,2.05,1.99
