,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,32.84,32.47,34.9,40.12,40.75,39.12,39.42,36.62,36.2,16.81,30.89,46.18,44.72
Expenses,31.54,31.53,33.79,37.75,36.57,35.76,36.38,35.69,33.89,18.21,31.21,43.93,41.49
Operating Profit,1.3,0.94,1.11,2.37,4.18,3.36,3.04,0.93,2.31,-1.4,-0.32,2.25,3.23
OPM %,3.96,2.89,3.18,5.91,10.26,8.59,7.71,2.54,6.38,-8.33,-1.04,4.87,7.22
Other Income,2.05,2.07,2.19,2.42,1.5,2.13,1.71,1.86,1.33,2.16,2.19,1.69,2.16
Interest,0.17,0.18,0.06,0.45,1.47,1.48,0.9,0.51,0.39,0.36,0.17,0.69,0.66
Depreciation,0.45,0.47,0.46,0.4,0.92,0.97,0.98,1.02,1.19,1.19,1.24,1.37,1.38
Profit before tax,2.73,2.36,2.78,3.94,3.29,3.04,2.87,1.26,2.06,-0.79,0.46,1.88,3.35
Tax %,27.11,29.66,37.05,38.32,45.29,21.71,25.09,15.08,8.74,29.11,17.39,18.62,
Net Profit,1.99,1.66,1.74,2.43,1.8,2.38,2.15,1.07,1.88,-0.56,0.38,1.53,2.96
EPS in Rs,3.56,2.97,3.11,4.35,3.22,4.26,3.84,1.91,3.36,-1.0,0.68,2.74,5.29
