,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.65,6.14,5.88,4.3,7.43,9.18,9.99,10.66,12.41,10.77,12.34,9.89,11.72
Expenses,3.7,6.1,6.31,4.63,7.31,9.37,9.91,10.35,11.93,10.6,11.05,9.39,10.45
Operating Profit,-0.05,0.04,-0.43,-0.33,0.12,-0.19,0.08,0.31,0.48,0.17,1.29,0.5,1.27
OPM %,-1.37,0.65,-7.31,-7.67,1.62,-2.07,0.8,2.91,3.87,1.58,10.45,5.06,10.84
Other Income,0.48,0.65,0.53,0.75,0.51,0.45,0.47,0.09,0.69,0.52,0.4,0.66,0.58
Interest,0.09,0.1,0.08,0.09,0.09,0.12,-0.14,0.06,0.29,0.16,0.18,0.15,0.17
Depreciation,0.3,0.3,0.3,0.3,0.3,0.3,0.34,0.32,0.35,0.35,0.35,0.29,0.39
Profit before tax,0.04,0.29,-0.28,0.03,0.24,-0.16,0.35,0.02,0.53,0.18,1.16,0.72,1.29
Tax %,-200.0,-24.14,28.57,533.33,-29.17,93.75,40.0,900.0,9.43,11.11,7.76,12.5,13.95
Net Profit,0.12,0.36,-0.19,-0.12,0.31,-0.01,0.21,-0.16,0.48,0.16,1.07,0.62,1.11
EPS in Rs,0.21,0.64,-0.34,-0.21,0.55,-0.02,0.38,-0.29,0.86,0.29,1.91,1.11,1.98
