,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98
Public,25.02,25.02,25.02,25.02,25.02,25.02,25.02,25.01
No. of Shareholders,578.0,692.0,703.0,699.0,698.0,1002.0,1149.0,1146.0
