,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,25,28,35,35,35,35,35,35,35,35,35,35.0
Reserves,98,97,118,168,61,67,14,-30,-67,-92,-113,-135,-145.0
Preference Capital,0,0,0,0,2,0,2,0,0,0,0,0,
Borrowings,160,143,124,209,131,167,1,2,2,2,2,2,2.0
Other Liabilities,32,38,67,66,47,34,195,193,206,210,209,210,211.0
Total Liabilities,315,303,337,479,274,303,245,200,176,155,133,113,103.0
Fixed Assets,175,160,156,243,165,221,198,172,149,129,107,86,76.0
CWIP,11,13,13,14,14,14,14,14,14,14,14,14,14.0
Investments,14,14,32,40,18,9,0,0,0,0,0,0,0.0
Other Assets,116,117,136,183,77,59,33,14,13,13,12,13,13.0
Total Assets,315,303,337,479,274,303,245,200,176,155,133,113,103.0
