,2011-03-01,2012-03-01,2013-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.87,0.87,0.87,1.5,1.5,5.0,7.5,10.3,10.3,10.3,10.3,13.39,13.39
Reserves,0.88,1.29,1.87,1.33,1.48,1.63,1.01,1.64,2.4,2.53,3.77,1.54,
Borrowings,6.07,5.37,8.27,21.17,22.76,20.89,17.68,21.37,21.63,27.87,29.43,29.51,
Other Liabilities,4.23,4.51,4.1,12.65,13.36,12.41,10.25,12.16,16.05,16.17,16.99,17.31,
Total Liabilities,12.05,12.04,15.11,36.65,39.1,39.93,36.44,45.47,50.38,56.87,60.49,61.75,
Fixed Assets,1.45,2.16,4.97,9.34,9.88,9.34,7.14,12.29,10.85,15.12,13.73,12.16,
CWIP,0.0,0.0,0.23,1.11,1.87,2.0,4.0,0.91,7.03,2.31,2.51,4.47,
Investments,0.6000000000000001,1.0,0.95,0.95,0.95,0.95,1.09,2.54,2.54,2.49,2.48,2.48,
Other Assets,10.0,8.88,8.96,25.25,26.4,27.64,24.21,29.73,29.96,36.95,41.77,42.64,
Total Assets,12.05,12.04,15.11,36.65,39.1,39.93,36.44,45.47,50.38,56.87,60.49,61.75,
