,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.81,72.81,72.81,72.81,72.81,68.64
Public,27.19,27.19,27.19,27.19,27.2,31.36
No. of Shareholders,54.0,51.0,47.0,49.0,150.0,5469.0
