,2010-03-01,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,153.68,561.54,,,,,425.83,296.83,208.94
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,153.68,561.54,,,,,425.83,296.83,208.94
Working Capital Days,38.42,-533.46,,,,,1409.31,455.89,253.60
ROCE %,,2.48,1.26,-0.43,3.41,,3.51,15.07,23.63
