,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.31,65.72,28.83,33.81,33.81,73.25,49.54,49.54
Public,35.69,34.28,71.17,66.19,66.19,26.75,50.47,50.47
No. of Shareholders,136.0,133.0,151.0,152.0,200.0,390.0,444.0,530.0
