,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,53,40,16,97,99,8,39,271,22,83,-104,306
Cash from Investing Activity,-12,-61,-157,-91,-20,-10,-166,-118,215,65,-2,-212
Cash from Financing Activity,-32,19,125,17,-100,0,140,-143,-250,-135,105,184
Net Cash Flow,10,-2,-15,22,-21,-2,13,9,-13,13,0,278
