,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,46.45,147.4,71.32,18.25,15.64
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,46.45,147.4,71.32,18.25,15.64
Working Capital Days,-6.64,84.23,41.95,78.21,13.04
ROCE %,,,,,9.68
