,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.78,73.79,73.79,73.86,73.86,73.86,73.86,73.87,73.87,73.87,73.87,73.87
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Government,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,26.19,26.19,26.19,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.1
No. of Shareholders,2351.0,2317.0,2301.0,2221.0,2208.0,2174.0,2172.0,2088.0,2078.0,2074.0,2059.0,1991.0
