,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.01,1.53,1.09,2.32,0.75,0.57,0.4,1.05,0.82,0.44,0.44,0.41,0.58
Expenses,2.22,1.43,2.04,1.91,0.7,0.61,0.39,0.45,0.42,0.41,0.43,0.33,0.36
Operating Profit,-0.21,0.1,-0.95,0.41,0.05,-0.04,0.01,0.6,0.4,0.03,0.01,0.08,0.22
OPM %,-10.45,6.54,-87.16,17.67,6.67,-7.02,2.5,57.14,48.78,6.82,2.27,19.51,37.93
Other Income,0.19,0.07,0.56,0.15,0.7,0.67,0.17,0.15,0.1,0.12,0.78,0.1,0.12
Interest,0.04,0.04,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
Depreciation,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Profit before tax,-0.1,0.08,-0.48,0.49,0.69,0.57,0.13,0.7,0.45,0.1,0.74,0.13,0.3
Tax %,20.0,25.0,16.67,18.37,8.7,-3.51,15.38,-2.86,0.0,-10.0,-5.41,23.08,-93.33
Net Profit,-0.08,0.06,-0.4,0.41,0.64,0.59,0.1,0.72,0.44,0.11,0.78,0.1,0.58
EPS in Rs,-1.04,0.78,-5.19,5.32,8.3,7.65,1.3,9.33,5.7,1.43,10.11,1.3,7.52
