,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,62.91,62.91,62.8,62.8,62.8,62.8,62.78,62.76,62.74
FIIs,7.86,7.82,6.9,6.87,8.3,8.82,9.77,12.05,13.34
DIIs,4.82,4.92,5.75,6.26,7.47,7.88,9.66,8.74,8.23
Public,24.4,24.35,24.55,24.07,21.43,20.51,17.78,16.46,15.69
No. of Shareholders,249375.0,253898.0,273646.0,270711.0,296192.0,295333.0,306355.0,271689.0,264714.0
