,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,43.98,43.98,43.98,43.98,48.76,53.64,53.64
Public,56.02,56.02,56.02,56.02,51.24,46.36,46.35
No. of Shareholders,652.0,590.0,556.0,554.0,573.0,547.0,3229.0
