,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,146.61,,196.36,115.15,128.46,207.25
Inventory Days,0.0,,177.88,93.35,152.37,271.98
Days Payable,,,102.07,32.24,33.24,50.44
Cash Conversion Cycle,146.61,,272.17,176.25,247.58,428.79
Working Capital Days,189.45,,283.5,160.52,222.71,663.64
ROCE %,,-1.26,1.32,2.95,7.29,5.29
