,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.02,0.85,-0.28,-0.33,-0.74,1.61,-4.23,-0.16,-0.07,-0.14,0.1,1.72
Cash from Investing Activity,0.41,0.0,0.0,0.35,1.01,-0.35,3.65,0.0,0.33,0.0,0.0,0.0
Cash from Financing Activity,-0.26,-0.7000000000000001,0.15,0.07,-0.35,-0.63,0.07,0.03,-0.27,0.12,-0.1,0.02
Net Cash Flow,-0.87,0.15,-0.13,0.09,-0.08,0.63,-0.51,-0.13,-0.01,-0.02,0.01,1.74
