,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,23.01,24.04,23.92,27.46,21.84,18.48,24.18,23.42,23.07,24.82,27.98,19.88,22.01
Expenses,21.94,22.01,22.88,26.51,20.81,16.74,23.19,22.58,21.86,23.16,26.56,18.79,20.88
Operating Profit,1.07,2.03,1.04,0.95,1.03,1.74,0.99,0.84,1.21,1.66,1.42,1.09,1.13
OPM %,4.65,8.44,4.35,3.46,4.72,9.42,4.09,3.59,5.24,6.69,5.08,5.48,5.13
Other Income,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Interest,0.1,0.44,0.24,0.05,0.08,0.11,0.15,0.01,0.22,0.09,0.2,0.21,0.19
Depreciation,0.44,0.39,0.19,0.33,0.36,0.39,0.22,0.43,0.44,0.46,0.47,0.44,0.45
Profit before tax,0.53,1.2,0.61,0.57,0.59,1.24,0.62,0.4,0.55,1.11,0.75,0.44,0.49
Tax %,30.19,25.83,21.31,22.81,28.81,24.19,32.26,25.0,23.64,26.13,30.67,25.0,24.49
Net Profit,0.37,0.89,0.48,0.44,0.42,0.94,0.42,0.3,0.42,0.82,0.52,0.33,0.37
EPS in Rs,0.19,0.47,0.25,0.23,0.22,0.49,0.22,0.16,0.22,0.43,0.27,0.17,0.15
