,2022-09-01,2023-09-01
Sales,487.0,565.0
Expenses,375.0,434.0
Operating Profit,112.0,130.0
OPM %,23.0,23.0
Other Income,8.0,15.0
Interest,1.0,2.0
Depreciation,7.0,8.0
Profit before tax,112.0,136.0
Tax %,26.0,24.0
Net Profit,83.0,103.0
EPS in Rs,9.19,11.39
