,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,83.0,83,69,36,54
Inventory Days,337.0,208,215,349,348
Days Payable,36.0,20,26,43,55
Cash Conversion Cycle,384.0,270,258,342,348
Working Capital Days,95.0,71,38,45,29
ROCE %,,30,32,35,37
