,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,85,188,231,97,178
Cash from Investing Activity,136,-28,-152,-72,-12
Cash from Financing Activity,-186,-168,-96,-26,-154
Net Cash Flow,36,-8,-17,-1,12
