,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,-10,121,121,58,213,281,379,407,510
Cash from Investing Activity,-310,7,-70,-46,-147,-200,-55,-88,-221,-130
Cash from Financing Activity,394,1,-70,-9,66,115,-128,-347,-26,-337
Net Cash Flow,89,-2,-19,66,-23,129,97,-55,160,43
