,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,27.78,27.62,27.62,27.62,27.57,27.57,1.98,1.98
DIIs,0.85,0.36,0.0,0.0,0.0,0.0,0.0,0.0
Public,71.37,72.01,72.38,72.38,72.43,72.43,98.02,98.02
No. of Shareholders,35421.0,34543.0,34843.0,34214.0,34093.0,47560.0,51851.0,51145.0
