,2023-02-01,2023-09-01
Equity Capital,4.86,4.86
Reserves,0.17,0.48
Borrowings,0.0,0.0
Other Liabilities,0.32,0.58
Total Liabilities,5.35,5.92
Fixed Assets,1.29,1.26
CWIP,0.0,0.0
Investments,0.0,3.45
Other Assets,4.06,1.21
Total Assets,5.35,5.92
