,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,71.59,71.59,70.73,70.73,70.73,70.73,70.73,70.73,70.73,70.73,70.73,70.73
FIIs,0.0,0.0,0.0,0.21,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38
DIIs,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Public,28.37,28.37,29.24,29.03,28.87,28.86,28.86,28.85,28.86,28.85,28.85,28.86
No. of Shareholders,5363.0,5394.0,5527.0,5801.0,5697.0,5729.0,5914.0,6067.0,6194.0,6100.0,6127.0,6042.0
