,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,3,3,3,3,18,18,18,18,18,18,18
Reserves,1,3,10,12,16,21,40,48,54,59,65,71,77
Borrowings,6,7,23,52,58,65,56,51,42,43,44,28,36
Other Liabilities,2,2,5,18,11,18,20,16,19,22,22,21,22
Total Liabilities,11,14,40,84,87,107,133,133,133,143,148,138,153
Fixed Assets,4,6,6,44,42,41,64,63,60,64,50,49,46
CWIP,1,0,18,0,1,21,0,0,1,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,1,1
Other Assets,6,8,17,40,44,44,70,70,72,79,98,89,106
Total Assets,11,14,40,84,87,107,133,133,133,143,148,138,153
