,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15
Reserves,13.9,12.68,11.23,8.28,-16.13,-16.87,-17.31,-21.0,-16.7,-16.63,-15.0,-15.34,-15.58
Borrowings,25.93,10.15,3.5700000000000003,14.02,9.7,10.61,10.53,9.8,7.56,7.53,5.04,3.41,3.37
Other Liabilities,8.24,5.39,9.6,6.31,1.81,2.46,1.91,3.23,1.37,1.53,1.87,0.66,0.5700000000000001
Total Liabilities,63.22,43.37,39.55,43.76,10.53,11.35,10.28,7.18,7.38,7.58,7.06,3.88,3.51
Fixed Assets,2.76,2.72,2.61,2.47,2.36,2.35,2.29,2.23,2.12,2.06,2.02,1.97,1.95
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,34.94,34.7,34.18,28.24,4.16,4.16,4.16,0.07,0.06,0.06,0.07,0.07,0.07
Other Assets,25.52,5.95,2.76,13.05,4.01,4.84,3.83,4.88,5.2,5.46,4.97,1.84,1.49
Total Assets,63.22,43.37,39.55,43.76,10.53,11.35,10.28,7.18,7.38,7.58,7.06,3.88,3.51
