,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.2,5.53,7.94,8.13,10.7,12.29,11.15,4.96,1.22,0.25,1.05,0.21,0.18
Expenses,4.41,5.73,6.99,8.57,11.03,11.14,7.84,3.08,1.81,0.67,0.57,0.51,0.46
Operating Profit,-0.21,-0.2,0.95,-0.44,-0.33,1.15,3.31,1.88,-0.59,-0.42,0.48,-0.3,-0.28
OPM %,-5.0,-3.62,11.96,-5.41,-3.08,9.36,29.69,37.9,-48.36,-168.0,45.71,-142.86,-155.56
Other Income,0.02,0.02,0.08,0.01,0.15,0.05,0.01,0.2,0.25,0.1,0.21,0.1,0.13
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.32,0.0,0.0,0.0
Depreciation,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.12,0.13
Profit before tax,-0.33,-0.32,0.89,-0.57,-0.32,1.06,3.18,1.93,-1.13,-0.79,0.55,-0.32,-0.28
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-0.33,-0.32,0.89,-0.57,-0.32,1.06,3.18,1.93,-1.13,-0.79,0.55,-0.32,-0.28
EPS in Rs,-0.57,-0.55,1.53,-0.98,-0.55,1.82,5.47,3.32,-1.94,-1.36,0.95,-0.55,-0.48
