,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,1,1,1
Reserves,2,3,6,18,72
Borrowings,0,0,0,8,2
Other Liabilities,3,8,9,8,12
Total Liabilities,5,11,16,35,88
Fixed Assets,0,0,0,3,3
CWIP,0,0,0,0,0
Investments,0,0,3,21,21
Other Assets,5,11,12,11,64
Total Assets,5,11,16,35,88
