,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,50.0,71,43,39
Inventory Days,23.0,36,47,5
Days Payable,68.0,164,139,60
Cash Conversion Cycle,5.0,-56,-48,-16
Working Capital Days,22.0,-18,-38,8
ROCE %,,46,92,69
