,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,0,5,5
Cash from Investing Activity,-1,0,-5,-15
Cash from Financing Activity,0,0,0,12
Net Cash Flow,1,0,0,2
