,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,70.0,70.0,70.0,70.0,70.0,70.0,70.0,62.98,62.98,62.98,63.24
FIIs,10.51,12.42,13.57,13.02,12.22,12.04,1.67,0.1,0.1,0.1,0.1
DIIs,8.09,6.75,5.52,5.52,5.23,5.22,0.55,0.0,0.0,0.0,0.0
Public,11.4,10.83,10.92,11.47,12.55,12.74,27.78,36.92,36.91,36.92,36.67
No. of Shareholders,7827.0,10060.0,12618.0,15471.0,26123.0,26114.0,63911.0,62007.0,58560.0,55569.0,52255.0
