,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.0,70.0,62.98,63.24
FIIs,10.51,12.22,0.1,0.1
DIIs,8.09,5.23,0.0,0.0
Public,11.4,12.55,36.91,36.67
No. of Shareholders,7827.0,26123.0,58560.0,52255.0
