,2012-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,,,,1,-6,-1,15,-24,26,13
Cash from Investing Activity,0,,,,-1,-2,-4,-6,-2,-7,-28
Cash from Financing Activity,0,,,,-2,8,5,-8,26,-18,17
Net Cash Flow,0,,,,-2,0,0,1,-1,1,3
