,2012-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,43.0,40,51,47,33,37,31,35,34,33
Inventory Days,,107.0,38,32,29,87,60,29,130,57,38
Days Payable,,1.0,1,2,3,10,2,1,6,4,5
Cash Conversion Cycle,,149.0,77,81,74,110,95,58,158,87,66
Working Capital Days,,92.0,75,78,68,96,81,50,128,77,60
ROCE %,,,9,11,12,12,15,17,14,13,22
