,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,10.44,16.02,17.97,13.03,16.61,17.13,23.77,22.34,22.16,23.91,16.29,4.89,4.41
Expenses,9.54,14.49,16.53,12.37,15.62,16.6,21.95,19.77,21.57,22.9,15.87,7.63,5.0
Operating Profit,0.9,1.53,1.44,0.66,0.99,0.53,1.82,2.57,0.59,1.01,0.42,-2.74,-0.59
OPM %,8.62,9.55,8.01,5.07,5.96,3.09,7.66,11.5,2.66,4.22,2.58,-56.03,-13.38
Other Income,-0.01,1.18,0.05,0.85,0.1,-0.08,0.06,-0.83,0.75,0.27,0.15,0.21,0.51
Interest,0.2,0.19,0.24,0.15,0.21,0.25,0.27,0.26,0.38,0.29,0.28,0.08,0.03
Depreciation,0.73,0.73,1.09,0.79,0.79,0.79,0.77,0.72,0.8,0.76,0.78,0.52,0.03
Profit before tax,-0.04,1.79,0.16,0.57,0.09,-0.59,0.84,0.76,0.16,0.23,-0.49,-3.13,-0.14
Tax %,175.0,-3.91,118.75,24.56,0.0,13.56,26.19,31.58,12.5,65.22,26.53,1.28,-85.71
Net Profit,0.04,1.86,-0.03,0.43,0.09,-0.51,0.61,0.52,0.13,0.08,-0.36,-3.09,-0.26
EPS in Rs,0.05,2.17,-0.03,0.5,0.1,-0.59,0.71,0.61,0.15,0.09,-0.42,-3.6,-0.3
