,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,50.0,60.0,64.0,63.0,79.0,96.0,109.0,117.0,126.0,116.0,107.0,130.0,137.0
Expenses,41.0,51.0,56.0,53.0,65.0,78.0,93.0,101.0,111.0,103.0,96.0,109.0,117.0
Operating Profit,8.0,9.0,7.0,11.0,14.0,18.0,16.0,16.0,15.0,13.0,11.0,21.0,20.0
OPM %,16.0,14.0,11.0,17.0,17.0,19.0,15.0,14.0,12.0,11.0,10.0,16.0,14.0
Other Income,1.0,0.0,-1.0,0.0,1.0,0.0,4.0,1.0,5.0,4.0,7.0,74.0,187.0
Interest,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
Profit before tax,6.0,5.0,2.0,8.0,12.0,16.0,15.0,15.0,17.0,12.0,15.0,90.0,201.0
Tax %,7.0,2.0,121.0,4.0,4.0,26.0,45.0,25.0,21.0,20.0,25.0,22.0,13.0
Net Profit,6.0,5.0,-0.0,8.0,11.0,12.0,8.0,11.0,13.0,10.0,11.0,70.0,175.0
EPS in Rs,0.46,0.44,-0.03,0.65,0.91,0.98,0.61,0.94,1.11,0.83,0.85,5.73,15.5
