,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15.0,15.0,15.0,5.0,5.0,5.31,5.83,6.07,6.07,7.36,7.36,7.51,8.84
Reserves,-6.45,-6.37,-5.91,5.44,6.21,11.29,26.03,29.73,23.57,25.49,28.09,23.04,29.74
Borrowings,0.0,0.0,0.0,4.04,7.88,11.33,11.06,11.17,15.47,10.71,12.55,9.96,9.26
Other Liabilities,6.19,5.82,4.97,8.3,7.29,13.69,10.08,5.79,6.01,9.05,7.59,15.52,8.43
Total Liabilities,14.74,14.45,14.06,22.78,26.38,41.62,53.0,52.76,51.12,52.61,55.59,56.03,56.27
Fixed Assets,12.96,12.45,11.69,10.73,9.96,13.46,17.67,20.52,20.66,19.93,19.33,19.74,19.6
CWIP,0.0,0.0,0.0,0.0,0.0,1.99,7.11,8.54,8.78,9.08,9.08,9.33,9.64
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.04,0.03,0.02,0.02
Other Assets,1.78,2.0,2.37,12.05,16.42,26.17,28.2,23.67,21.66,23.56,27.15,26.94,27.01
Total Assets,14.74,14.45,14.06,22.78,26.38,41.62,53.0,52.76,51.12,52.61,55.59,56.03,56.27
