,2021-03-01,2022-03-01,2023-03-01
Debtor Days,71.88,91.73,80.8
Inventory Days,7.23,3.41,31.18
Days Payable,45.43,38.52,47.22
Cash Conversion Cycle,33.68,56.62,64.76
Working Capital Days,38.13,62.2,70.83
ROCE %,,33.55,22.09
