,2022-03-01,2023-03-01,2023-09-01
Promoters,82.85,82.85,82.85
FIIs,8.12,3.28,4.39
DIIs,0.56,0.0,0.64
Public,8.47,13.86,12.13
No. of Shareholders,238578.0,222866.0,198764.0
