,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,2,2,2,25,25,25
Reserves,-1,86,400,751,2030,2114,2367
Borrowings,0,0,0,0,3,19,18
Other Liabilities,1,1387,1324,1244,414,545,543
Total Liabilities,0,1475,1726,1997,2471,2702,2953
Fixed Assets,0,456,546,573,590,781,783
CWIP,0,80,11,14,97,62,78
Investments,0,0,0,0,0,0,0
Other Assets,0,939,1169,1410,1784,1860,2092
Total Assets,0,1475,1726,1997,2471,2702,2953
