,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.0,13.0,7.0,22.0,58.0,73
Expenses,9.0,12.0,6.0,15.0,35.0,45
Operating Profit,1.0,1.0,0.0,7.0,23.0,28
OPM %,10.0,10.0,5.0,33.0,39.0,38
Other Income,0.0,0.0,0.0,0.0,1.0,1
Interest,1.0,1.0,0.0,1.0,1.0,1
Depreciation,1.0,0.0,0.0,0.0,1.0,3
Profit before tax,0.0,0.0,0.0,7.0,22.0,25
Tax %,-200.0,50.0,-250.0,25.0,26.0,
Net Profit,0.0,0.0,0.0,5.0,16.0,19
EPS in Rs,60.0,110.0,80.0,4900.0,13.92,15.95
