,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,12,12
Reserves,0,0,0,5,33,43
Borrowings,5,3,4,3,7,18
Other Liabilities,1,2,3,7,12,24
Total Liabilities,6,5,7,15,63,97
Fixed Assets,1,1,1,1,10,11
CWIP,0,0,0,0,0,0
Investments,0,0,0,0,0,0
Other Assets,4,4,7,14,53,86
Total Assets,6,5,7,15,63,97
