,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,45.73,41.48,48.82,46.45,44.54,44.08,43.65,37.75,3.35,3.4,2.37,3.47,3.24
Expenses,37.39,38.22,38.33,39.32,37.13,39.51,40.66,35.67,4.95,5.62,2.2,3.63,3.2
Operating Profit,8.34,3.26,10.49,7.13,7.41,4.57,2.99,2.08,-1.6,-2.22,0.17,-0.16,0.04
OPM %,18.24,7.86,21.49,15.35,16.64,10.37,6.85,5.51,-47.76,-65.29,7.17,-4.61,1.23
Other Income,2.36,3.39,6.39,7.58,0.93,4.35,3.56,7.79,84.58,10.23,10.2,0.61,0.84
Interest,15.68,16.0,15.8,15.12,15.39,15.76,15.41,12.43,1.1,1.2,1.53,1.48,1.49
Depreciation,7.27,7.2,7.61,6.68,6.76,6.59,6.24,5.15,1.29,1.13,0.87,1.19,1.03
Profit before tax,-12.25,-16.55,-6.53,-7.09,-13.81,-13.43,-15.1,-7.71,80.59,5.68,7.97,-2.22,-1.64
Tax %,0.0,0.0,-0.15,-0.28,-0.14,0.0,-2.12,-0.39,0.0,0.0,5.77,0.0,0.0
Net Profit,-12.26,-16.56,-6.55,-7.11,-13.82,-13.43,-15.41,-7.74,80.59,5.68,7.51,-2.22,-1.64
EPS in Rs,-8.58,-11.15,-5.65,-3.6,-9.19,-11.22,-11.22,-4.94,67.34,4.69,6.43,-1.75,-1.35
