,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6182.0,7952.0,13581.0,11219.0,13243.0,20419.0,24815.0,32290.0,24608.0,26557.0,25401.0,21173.0,19230.0
Expenses,5946.0,7805.0,12675.0,10934.0,13264.0,18702.0,21874.0,27576.0,26603.0,26270.0,21911.0,19105.0,17091.0
Operating Profit,237.0,147.0,905.0,285.0,-21.0,1717.0,2941.0,4714.0,-1995.0,287.0,3490.0,2068.0,2138.0
OPM %,4.0,2.0,7.0,3.0,-0.0,8.0,12.0,15.0,-8.0,1.0,14.0,10.0,11.0
Other Income,29.0,37.0,26.0,14.0,23.0,43.0,-4.0,37.0,32.0,60.0,86.0,52.0,74.0
Interest,4.0,69.0,210.0,310.0,179.0,236.0,394.0,302.0,315.0,338.0,330.0,267.0,311.0
Depreciation,210.0,225.0,293.0,289.0,212.0,290.0,220.0,296.0,297.0,298.0,296.0,294.0,296.0
Profit before tax,51.0,-111.0,428.0,-299.0,-390.0,1235.0,2323.0,4153.0,-2576.0,-288.0,2950.0,1559.0,1606.0
Tax %,39.0,32.0,38.0,23.0,38.0,53.0,-30.0,35.0,31.0,35.0,35.0,35.0,34.0
Net Profit,31.0,-76.0,268.0,-230.0,-243.0,586.0,3008.0,2708.0,-1789.0,-188.0,1908.0,1013.0,1059.0
EPS in Rs,0.18,-0.43,1.53,-1.31,-1.38,3.35,17.16,15.45,-10.21,-1.07,10.89,5.78,6.04
