,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3.31,3.29,6.45,7.23,-11.44,-3.41,-2.66,3.92,3.27,6.86,5.07,-2.77
Cash from Investing Activity,-4.98,-1.52,-1.96,-0.5,14.68,3.75,1.34,-9.89,-3.73,-16.78,-3.52,1.43
Cash from Financing Activity,1.69,-0.96,-4.8100000000000005,-6.01,-2.83,-1.33,1.37,13.13,4.3,2.77,-1.66,-2.19
Net Cash Flow,0.02,0.81,-0.32,0.72,0.4,-0.99,0.04,7.16,3.84,-7.15,-0.12,-3.53
