,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.56,74.62,74.62,74.62,74.64,74.64,74.64
Public,26.31,25.39,25.38,25.38,25.36,25.36,25.36
No. of Shareholders,443.0,390.0,361.0,346.0,329.0,339.0,356.0
