,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,4,6,6,6
Reserves,2,4,5,2,16,22,32
Borrowings,0,0,0,0,0,0,0
Other Liabilities,5,4,4,9,8,10,15
Total Liabilities,8,9,10,17,30,39,54
Fixed Assets,2,1,3,3,4,9,11
CWIP,1,2,3,4,6,4,0
Investments,0,0,0,0,0,0,0
Other Assets,6,5,4,10,20,26,43
Total Assets,8,9,10,17,30,39,54
