,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,57.0,51,52,175,95,8
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,57.0,51,52,175,95,8
Working Capital Days,-11.0,17,-6,5,196,76
ROCE %,,48,28,23,14,35
